8.7.11.7.1,Other Builders Work in Connection With External Services,
8.7.11.8.1,Testing of Installations,
8.7.11.9.1,Commissioning of Installations,
8.7.2.1.1,Connections to Statutory Undertakers Electricity Main,
8.7.2.2.1,Service Runs,
8.7.2.3.1,Transformer Sub-Stations,
8.7.2.4.1,External Electricity Generation Installation Plant,
8.7.3.1.1,Wind Turbines,
8.7.3.2.1,Photovoltaic Devices,
8.7.3.3.1,Other Transformation Devices,
8.7.3.4.1,Testing of Installations,
8.7.3.5.1,Commissioning of Installations,
8.7.4.1.1,Connections to External Plant and Equipment,
8.7.4.2.1,Connections to External Equipment,
8.7.4.3.1,Service Runs,
8.7.4.4.1,Testing of Installations,
8.7.4.5.1,Commissioning of Installations,
8.7.5.1.1,Connections to Statutory Undertakers Gas Main,
8.7.5.2.1,Service Runs,
8.7.5.3.1,Governing Stations,
8.7.5.4.1,Testing of Installations,
8.7.5.5.1,Commissioning of Installations,
8.7.6.1.1,Telecommunication Connections,
8.7.6.2.1,Cable Television Connections,
8.7.6.3.1,Other Communication Connections,
8.7.6.4.1,Service Runs,
8.7.6.5.1,Testing of Installations,
8.7.6.6.1,Commissioning of Installations,
8.7.7.1.1,Fuel Storage and Piped Distribution Systems,
8.7.7.2.1,Service Runs,
8.7.7.3.1,Testing of Installations,
8.7.7.4.1,Commissioning of Installations,
8.7.8.1.1,Surveillance Equipment,
8.7.8.10.1,Commissioning of Installations,
8.7.8.2.1,Security Detection Equipment,
8.7.8.3.1,Security Alarm Equipment,
8.7.8.4.1,Gate Access Control Systems,
8.7.8.5.1,Gate Entry Systems,
8.7.8.6.1,Security Lights and Lighting Systems,
8.7.8.7.1,Other Secirity Systems,
8.7.8.8.1,Service Runs,
8.7.8.9.1,Testing of Installations,
8.7.9.1.1,External Lighting to Pedestrian Areas,
8.7.9.2.1,External Lighting to Paths,
8.7.9.3.1,Illuminated Traffic Signs,
8.7.9.4.1,Testing of Installations,
8.7.9.5.1,Commissioning of Installations,
8.8.1.1.1,Refurbishment of Existing Ancillary Buildings,
8.8.1.2.1,Overhauling Existing Mechanical and Electrical Plant and Equiment,
8.8.1.3.1,Repairs to Existing Fences Railings Walls and Screen Walls,
8.8.2.1.1,Minor Ancillary Buildings-Built,
8.8.2.2.1,Minor Ancillary Building-Prefabricated Proprietary,
8.8.3.1.1,Underpinning to External Site Boundary Walls,
